	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17pos_SI_EAE	IL17neg_SI_EAE	IL17neg_SI_SS	IL17neg_SI_mock
0610005C13Rik	0	0	13.910738	7.4540139	24.8877662	0	82.32014836	82.411803	7.1908337
0610007P14Rik	2104.430413	1823.616784	1362.002119	975.2680819	1328.880701	869.1261231	1007.90554	1219.732619	856.6740564
0610009B22Rik	347.9748482	611.870519	349.5269773	229.021061	356.4115952	323.3150307	167.5772763	237.9905858	138.552441
0610009L18Rik	51.56704443	57.95305286	90.71194498	49.85398634	80.45302127	22.90996151	50.05219771	47.60252918	40.87971533
0610009O20Rik	172.6123155	210.1044057	172.4838928	118.7402089	99.2922486	39.08106839	134.6776803	139.9884957	136.2190377
0610010B08Rik	0	0	0	0	0	0	0	0	0
0610010F05Rik	162.2343021	239.4995299	183.2739732	74.540139	69.27094926	128.8816763	84.56524332	81.66260479	78.73962902
0610010K14Rik	18225.92621	21630.05402	19303.46743	14058.27022	14437.6697	9519.831459	12163.42556	11602.58293	9647.701881
0610011F06Rik	493.6251619	355.6330892	346.1818369	253.0412536	326.088044	266.6637597	383.9361521	273.4527274	251.4486472
0610012G03Rik	283.9021119	179.4866325	117.4516424	98.59972975	163.4369963	171.1199691	174.8152115	83.28781994	69.82099098
0610030E20Rik	475.5740256	480.5766288	522.2785682	378.5863741	377.6184138	357.2858925	484.0568131	556.2141922	520.0443829
0610031J06Rik	2062.927814	1916.646591	1622.424669	910.5293791	948.568791	683.9208556	955.472682	996.8966879	905.4976633
0610031O16Rik	0	0	0	0	0	0	0	0	0
0610037L13Rik	567.6724783	480.1561758	524.4778733	655.5927776	657.67246	598.8864825	654.2041683	568.9414098	517.281037
0610038B21Rik	0	7.537321543	8.508110603	21.27550783	9.020385386	17.45887989	52.89166579	40.73119614	19.54698064
0610039K10Rik	11.1882231	16.59736433	13.62550205	17.84730773	14.44589584	13.04795784	14.66039924	6.522987562	14.08677517
0610040B10Rik	3.02272732	6.522352676	3.272184962	28.05419777	93.66850188	104.7479888	28.16573671	49.34491841	33.829604
0610040F04Rik	74.67374928	32.66125012	194.4442536	23.41397386	72.9638305	2.689921505	14.10423841	2.353323661	27.104751
0610040J01Rik	7.112299577	0	3.849629367	9.076358102	14.69309833	24.6465856	6.627232168	3.317305439	5.571934776
0610043K17Rik	0	4.643746242	18.63768781	42.44445779	19.45111824	68.84109793	120.319652	50.18900624	91.52604836
1010001N08Rik	0	0	0	0	2.876475491	0	0	2.597722434	0
1100001G20Rik	3.036529728	29.48460799	0	0	0	0	7.073586846	3.540731262	0
1110001J03Rik	392.0634982	380.6924215	264.4459683	297.3999423	366.0363981	237.1583629	270.4804875	288.3648617	243.0208287
1110002L01Rik	7.657575878	14.34917589	11.34357453	14.02709888	10.40761132	19.33809024	20.65487359	26.78724142	23.00413072
1110004E09Rik	925.1676844	634.1768191	694.5022665	197.6819869	180.1420601	234.7286104	395.6038772	190.6880154	244.4574308
1110004F10Rik	1415.500022	1483.089822	1399.653745	1544.083006	1958.898301	1771.392087	1702.92056	1748.018559	1452.353228
1110006O24Rik	32.90364635	42.97279237	37.49378602	16.07271747	42.48419465	9.232595165	22.18785249	28.27052617	32.94862473
1110007C09Rik	987.5746424	1151.146573	519.3169168	226.4573924	140.9687653	196.2270972	171.481693	125.3788794	233.2727917
1110008F13Rik	230.533337	355.3129268	268.7554582	288.0230971	286.2093113	357.9081463	396.8686425	367.770698	374.2520762
1110008L16Rik	202.2521687	286.3390248	179.6814816	128.7054951	155.3628985	291.7464528	246.5066723	135.331588	156.634214
1110008P14Rik	1121.491646	797.1764382	589.4913425	568.3430324	695.2664549	404.7165004	405.5523125	398.9223889	330.7783502
1110012L19Rik	334.701992	378.7530816	301.0286336	341.5870627	581.624977	343.7984349	373.722287	338.925362	294.3207553
1110015O18Rik	0	0	0	0	0	0	0	0	0
1110019D14Rik	22.19626203	28.73666733	34.60040707	29.87079135	6.878194397	7.100099887	26.88718525	3.105821681	4.968299653
1110020A21Rik	72.10843487	121.017146	57.82174229	32.53272934	93.1042338	101.4473107	262.8519305	71.62515409	92.65779087
1110025L11Rik	0	0	0	0	0	0	0	0	0
1110028F11Rik	1.475046234	23.34061882	25.54844598	68.45016831	56.5012097	60.29004103	42.37876097	81.41194883	63.83227313
1110028F18Rik	2.975391546	0	0	0	0	0	0	0	0
1110032A03Rik	110.4601589	97.43267578	95.33773468	180.1010227	136.8408155	192.9829993	181.6863881	137.5043582	110.2594501
1110032F04Rik	4.643134286	7.792415145	44.67839823	0.598518571	1.332238842	10.31414821	33.65029832	12.0313444	5.773865694
1110034G24Rik	209.7620699	137.5413868	172.2624089	361.8819868	530.0028307	566.3829964	397.0200889	206.6381356	193.2725982
1110036E04Rik	1.711711739	0	1.852974753	1.985818375	6.630331536	0	0	1.995933453	5.747114193
1110037F02Rik	872.584694	809.3217546	1068.438525	1964.996448	2080.981039	1416.382611	1498.385524	2192.319278	2122.815972
1110038B12Rik	3555.359533	4726.787351	3114.777894	2420.36216	3232.481634	2583.678396	2743.858207	2564.461399	3045.106577
1110038F14Rik	416.9202632	238.0569052	364.2292775	255.9849118	251.843207	248.5946064	210.1458266	332.6275239	294.6989518
1110046J04Rik	56.48648737	40.62829724	63.0011416	79.43273499	53.04265229	27.37696173	65.79255101	51.89426977	55.5554372
1110051M20Rik	28.89843401	38.4288187	40.74110028	106.8157555	90.24487633	78.82462249	100.9782223	103.4415961	106.052988
1110054M08Rik	43.60655806	65.52902338	21.91674237	16.26092259	40.21676506	12.45427357	1.813952599	38.13541704	27.88763608
1110057K04Rik	6142.115481	7257.371651	7143.431478	4433.950543	4420.518539	5254.665591	5672.997217	5070.054804	4825.365493
1110058L19Rik	502.4887635	268.9125916	202.9049026	94.845901	154.4757902	71.75678161	213.6711061	141.8309713	218.7005284
1110059E24Rik	763.7255022	728.5120812	801.5478288	534.8568167	485.8342932	431.9923519	590.1392454	493.0542668	382.5493315
1110059G10Rik	289.6637951	205.7811002	221.8971724	235.9691077	242.694596	341.7680928	322.175468	259.319323	205.4939587
1110065P20Rik	17.45406852	15.06475159	20.78395697	10.12454644	18.028933	9.305292765	12.19775999	8.140893926	19.53415454
1190002F15Rik	10746.40017	6658.017612	9790.377405	2468.769404	3777.962909	2552.627911	5762.709731	1488.806681	2560.224431
1190002N15Rik	635.3696302	617.9227389	758.1528296	2005.87514	2341.119708	2224.125163	1043.594024	938.7491494	1167.438223
1190003K10Rik	0	0	0	0	0	0	0	0	0
1190005I06Rik	0	0	0	0	4.679171302	0	0	8.451445738	0
1190007I07Rik	835.1162922	756.390667	636.1736344	430.5993146	292.8653418	412.2461097	432.3113077	396.7265866	138.4653559
1200014J11Rik	371.443354	393.666124	391.3291601	205.0268989	242.3943276	247.1114968	203.8699132	224.580628	200.3935677
1300002E11Rik	1087.728386	1132.020439	1250.775828	1038.711745	1231.014386	1171.958375	1118.36762	1137.061313	857.6932871
1300002K09Rik	0	0	1.197804811	42.36137184	21.42998171	13.76440144	5.584720396	27.52461973	11.145194
1300017J02Rik	0	0.630733006	0	6.782333526	0	0.779190449	1.361859797	0	0.654286847
1500004A13Rik	121.6753946	146.2991204	145.6027632	54.84831446	62.93607893	80.109109	49.94392828	63.67462211	57.01346323
1500009C09Rik	0	14.00895833	6.024106205	0	19.16045599	0	0	0	0
1500009L16Rik	178.2244584	124.9844466	170.0220729	99.50546696	149.5767255	111.3478814	41.51733385	42.86242016	52.35938709
1500011B03Rik	201.8287969	57.69448152	152.1926754	130.0826939	122.5020399	133.3517247	184.8490632	84.48157238	75.29390462
1500011K16Rik	329.6300915	318.4773933	260.9678463	119.8616464	139.7520188	63.38728715	106.9672862	91.78832806	38.5432233
1500012F01Rik	2755.514948	3330.642046	2614.200885	2274.746876	2229.174961	2483.643161	2921.908947	2950.379094	2498.990097
1500012K07Rik	0	0	0	0	0	0	0	0	0
1500015A07Rik	83.48176097	87.75783537	90.37128853	52.15010476	72.78069397	121.7276066	125.4916542	68.22366095	55.89870189
1500015L24Rik	0	0	0	0	0	0	0	0	0
1500015O10Rik	17.97297326	30.70206553	34.04841109	19.11350186	34.80924057	17.96613113	31.40099025	31.43595188	15.08617476
1500017E21Rik	0	0	0	0.579632185	0	0	4.073556963	4.660677064	0
1600002D24Rik	0	0	0.666556196	3.571714994	0.795025865	0	7.171831107	2.153944851	4.134729378
1600002H07Rik	49.02939881	59.59293766	27.54559809	10.80014613	27.24531008	49.63112287	40.48085351	29.67076622	12.50258813
1600002K03Rik	322.795704	317.4011256	179.1408173	118.5085159	113.428575	106.1961177	73.76740568	80.99626722	89.17296538
1600010M07Rik	0	0	4.674549945	15.02903452	13.93876516	28.77692	0	15.10558727	4.832800571
1600012H06Rik	5992.307786	4817.223334	4762.287652	7053.626867	8652.327642	7032.193803	6681.624629	8231.383093	6812.76179
1600014C10Rik	12180.00019	6209.966311	7705.134483	1631.573081	1688.497995	1094.12879	1593.587735	1491.477985	1484.941565
1600014C23Rik	0	0	0	0	0	0	0	0	0
1600014K23Rik	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0
1600016N20Rik	37.03468549	30.84336781	21.10055764	11.3066503	21.81175015	48.49480372	27.2438489	52.27551549	32.72233313
1600019K03Rik	0	0	0	0	0	0	0	0	0
1600020E01Rik	3297.455673	2479.265893	3288.449076	2894.230403	3373.544072	4982.323545	3684.878336	3835.806168	3320.505746
1600023N17Rik	30.3472227	25.62352837	5.713338822	3.061469995	11.92538797	33.41320155	10.75774666	6.154128146	7.383445317
1600025M17Rik	0	0	0	0	0	0	0	0	0
1600027J07Rik	0	0	0	0	0	43.50081648	0	0	0
1600029I14Rik	10.77546313	0	0	0	3.975129324	0	0	0	8.614019537
1600029O15Rik	16.90989524	3.172841545	0.795887995	8.529468642	2.847853844	0	0	0.857291483	9.051148886
1700001C02Rik	0	0	0	0	0	0	0	0	0
1700001C19Rik	0	0	13.49776297	7.232722862	2.683212294	0	0	0	0
1700001D01Rik	7.061947014	157.4599832	336.3690311	106.5066446	121.5756367	62.74896537	244.0199667	307.4232085	511.0964597
1700001F09Rik	0	0	0	0	0	0	0	0	0
1700001G11Rik	8.647594414	0	0	2.006477084	0	18.44117838	0	0	0
1700001G17Rik	14.96063016	38.73793266	19.43434938	24.29891145	13.52169975	45.86180006	15.68283428	22.67820451	21.76662934
1700001J03Rik	0	0	0	3.966531818	4.414539506	13.67088641	1.991151053	13.9535759	0
1700001J11Rik	0	0	0	0	0	0	0	0	0
1700001K19Rik	12.54717001	27.07391677	22.6377576	59.84307386	34.20111267	57.60210317	47.09051369	60.14789396	60.85073424
1700001K23Rik	59.95901734	26.46364406	67.85760617	63.2369212	95.01210744	112.6073902	76.18600914	82.62673692	27.45189177
1700001L05Rik	23.48492457	21.75204074	31.89876128	7.968083824	5.721325563	14.46947448	12.64478768	6.716949461	7.686753266
1700001L19Rik	0	0	0	4.267093134	0	3.921810336	0.856811681	0.857765649	9.879441876
1700001O22Rik	33.5646693	0	11.35458504	2.433723781	8.12581641	41.93986447	12.21699936	22.01508302	11.73897931
1700001P01Rik	19.18269261	29.89411643	13.84385945	59.34541836	151.3606935	25.56718661	79.4418215	32.30917277	73.94804464
1700003C15Rik	0	0	0	0	0	0	2.18493021	0	2.099439458
1700003D09Rik	0	1.033058019	0	0	0	0	0	0	0
1700003E16Rik	0	0	0	0	0	0	0	0	0
1700003E24Rik	0	0	0	0	0	0	0	0	0
1700003F12Rik	7.257844589	1.957595619	3.928407594	4.210043321	7.028332338	14.51016321	2.113390886	0	18.27629357
1700003G13Rik	0	0	0	0	0	2.514408896	2.197326978	0	0
1700003G18Rik	2.145161324	0	0	0	2.769767529	0	14.99144051	2.501355311	2.400810606
1700003H04Rik	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0
1700003M02Rik	0.775058287	0	0	0	0	0	0.902747972	2.711259253	0.867425744
1700003M07Rik	0	6.158444587	18.53770021	46.35564867	3.685098429	22.82392625	16.62141115	23.29588423	9.582634609
1700003P14Rik	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	2.539625031	0	2.221834231	0
1700006F04Rik	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0.876833973	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0	1.728806708
1700007J10Rik	35.91359192	117.5315037	71.27531599	144.4374539	52.55328489	63.82207999	40.43595865	80.96195948	116.5614078
1700007K09Rik	3.934911304	10.61329578	0	0	7.620957994	5.2445511	16.04113703	4.58828489	17.6154151
1700007K13Rik	0	0	0	0	0	0	1.926760596	0	0
1700007L15Rik	142.4364146	61.46902656	123.3530502	35.11469199	91.95479882	227.8115048	286.1819835	47.75010273	127.5290025
1700007P06Rik	0	0	0	0	6.259741924	0	0	0	0
1700008F21Rik	0	0	2.092676429	0	2.496011436	0	2.251621394	9.016513331	0
1700008I05Rik	1.497747771	0	0	0	0	2.994355189	0	0	0
1700008J07Rik	49.76562578	89.09233385	67.48881483	62.81048801	72.02306683	80.90668921	80.8954239	80.98549227	62.42897317
1700008K24Rik	0	0	0	0	0	0	0	0	0
1700008O03Rik	0	0	3.160837285	1.693722148	9.425114533	1.945837839	8.502280566	0	0
1700008P02Rik	0	0	0	1.95809756	0	0	0	0	0
1700009C05Rik	0	0	0	0	4.364055573	0	0	0	0
1700009J07Rik	0	0	4.725693818	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	0
1700009P17Rik	2.57253389	18.04054996	6.962095663	29.84489124	33.21578081	39.43050314	29.96354969	35.99629307	40.30761327
1700010B08Rik	0	0	0	1.722076872	0	0	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	0	0	0	0	0
1700010I14Rik	70.82002241	46.6080793	45.99876623	13.96734553	37.49067656	48.13928214	30.5203803	10.73531619	13.47419797
1700010J16Rik	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0	14.34366221	0	0
1700011E24Rik	87.93388568	105.0352899	40.79607225	63.75954038	36.49422151	58.60027344	14.63155154	29.2956844	72.05266306
1700011H14Rik	0	0	2.467457383	0	4.414539506	1.518987379	1.327434035	0	3.826484771
1700011I03Rik	0	0	0	0	3.551718444	0	0	0	0
1700011L22Rik	0	0	0	0	1.755885345	0	3.167925397	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0
1700012B07Rik	2818.019846	2112.12292	795.9076953	1089.762072	1705.920846	982.8600318	63.90740591	99.8065535	137.5513932
1700012B09Rik	0	0	0	6.757580484	0	0	0	0	0
1700012D01Rik	109.0791384	82.58518497	64.21957248	24.42128007	4.941743505	30.6070493	37.89203428	11.15712441	38.55114585
1700012D14Rik	23.25914186	41.06282448	38.91246981	19.62455806	24.57122863	31.00038313	54.18210083	46.84573222	35.49688178
1700012I11Rik	1.280077017	0	0	0	1.652796793	0	1.490967776	0	1.432630006
1700012L04Rik	0	0	0	2.939011195	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	1.593740246	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0
1700013F07Rik	4.493243314	7.271541835	4.864058727	28.67025279	49.3130908	113.7854972	47.10148538	44.53426517	42.74416181
1700013G24Rik	0	0	0	1.489363781	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0
1700015E13Rik	0	0	0	0	2.408493503	0	0	0	0
1700015F17Rik	0	0	6.083498802	8.692850013	0	0	0	0	2.096482501
1700015G11Rik	0	0	0	0	17.70366874	0	0	0	0
1700016C15Rik	21.30841155	13.41044476	19.22244837	30.90081864	11.46365733	40.23389936	20.68245019	41.41095575	37.75907736
1700016D06Rik	0	0	1.139953589	0	2.719328374	0	0	0	0
1700016G22Rik	0	16.93831892	4.855856267	31.22389634	0	0	36.5727104	7.84573504	2.510122388
1700016H13Rik	0	0	0	9.239406451	0	0	27.8284225	0	0
1700016K19Rik	0	0	0	0	0	42.34362864	10.09195778	0	0
1700016L04Rik	0	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	7.308433417	0	0	0	3.931765277	0	7.555850639
1700016P04Rik	0	0	0	0	0	0	0	0	0
1700017B05Rik	175.7519282	134.9415811	252.9941466	199.8307216	130.5170147	113.5306068	172.3681435	121.9550129	199.1105999
1700017D01Rik	2.22780573	0	0	9.045951542	0	2.969276837	0	6.494306084	0
1700017G19Rik	0	0	0	0	0	0	0	3.815105272	1.830876477
1700017J07Rik	0	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0.913006436	0	0	0	0	0
1700018A04Rik	0	0	0	6.48311293	7.215360789	4.965429333	0	2.172045228	0
1700018B08Rik	1.231481501	0	0	0	0	0	0	11.48770587	0
1700018B24Rik	0	0	0	0	0.509571474	0	0	0	0
1700018C11Rik	0	0	0	13.79714644	7.677746056	18.49270924	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0	0
1700018L02Rik	0	1.150695741	1.154580099	7.424126113	0	5.686153237	2.484547745	3.730971033	2.387333722
1700019A02Rik	10.60606077	34.32817198	27.55524178	12.30447271	0	11.3088247	0	19.78743595	9.496029192
1700019B03Rik	0	1.779191059	8.925985016	10.52249823	11.71098236	6.593893137	15.36630397	14.42194941	2.768448684
1700019B21Rik	0	0	0	0	15.97447319	0	0	0	0
1700019D03Rik	1.594724246	3.441049374	5.178997781	11.10058185	22.64965773	0	46.43631652	65.08322572	23.20207852
1700019E08Rik	0	0	0	0	8.113019848	0	0	0	0
1700019G17Rik	25.43561451	10.3670204	15.29708227	17.70526293	8.027970483	9.793692109	34.89295475	11.204541	27.83430231
1700019G24Rik	0	0	0	0	0	0	0	0	0
1700019L03Rik	4.764179179	1.713334434	5.157354208	8.29064352	17.42886552	19.04946202	5.549070516	12.03637242	21.3277981
1700019M22Rik	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	1.678348341	0	0
1700019O17Rik	0	0	0	0	0	0	0	0	1.729811245
1700020A23Rik	0	12.00767857	78.31338067	12.91197387	14.37034199	29.66792087	0	0	0
1700020D05Rik	9.136408387	2.816325003	12.71624382	0	0	0	0	1.521923742	21.91122536
1700020G17Rik	0	0	0	0	11.26069422	0	0	0	0
1700020I14Rik	25600.53295	28876.65515	23019.14353	17885.79609	18046.42853	18607.6673	16728.61433	18573.37724	16699.41351
1700020L24Rik	0	7.706324322	21.65054711	0	5.533584966	0	13.31141155	0	0
1700020M21Rik	0	0	0	0	0	0	0	0	0
1700020N01Rik	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	2.825972303	0	0	0	0	0
1700020N18Rik	0	0	0	28.20805991	0	0	0	0	0
1700021F05Rik	319.9109182	178.9652227	242.0979609	116.8404228	80.31708959	106.5963771	182.8577339	127.7975297	82.87876258
1700021F07Rik	0	0	0	0	0	0	0	0	0
1700021K19Rik	8689.33347	5675.89624	5055.16219	5486.15423	5113.606362	3466.531731	6712.833916	5651.95129	7277.123704
1700021N21Rik	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	2.073284528	0	0	0
1700022E09Rik	0	7.454117345	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0	0
1700022I11Rik	0.35695116	16.55970379	4.636912667	12.4233565	11.98299854	6.660551746	0	18.313734	13.58268588
1700023C21Rik	0	0	0	0	13.24361852	4.556962138	0	0	0
1700023E05Rik	0	0	0	8.97603768	1.99797076	0	1.80234499	0	0.865911912
1700023F02Rik	0	0	0	0	0	0	0	0	0
1700023F06Rik	2.218515464	4.787047836	8.405612745	20.59023689	4.29672027	8.870683595	14.21206898	10.34755825	8.690173504
1700023L04Rik	0	0	0	0	0	0	1549.115519	387.7100732	1488.502576
1700024B18Rik	0	0	0	0	0	0	0	0	0
1700024F13Rik	0	57.91147219	58.10696165	41.51518055	30.80279584	0	13.89341273	44.04479158	8.899865925
1700024G13Rik	0	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0	0
1700024P16Rik	0	0	0	25.29476848	0	43.5899575	0	50.84722272	12.20084079
1700025B11Rik	0	0	0	0	6.22194155	0	0	0	0
1700025C18Rik	0	0	0	0	0	10.10061693	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0	0
1700025G04Rik	81.94894531	46.92830745	137.865197	65.49047398	30.28173152	30.16826667	80.67979124	84.26751643	83.16935656
1700025K24Rik	0	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	73.0313745	78.26714595	37.3316493	128.4534979	11.22547478	11.23797314	0
1700025N23Rik	1.474501132	0	6.384751145	32.50181449	3.807662678	23.58303687	8.587114851	0	8.251122926
1700026D08Rik	0	0	0	0	1.327091088	0	0	0	1.15031111
1700026D11Rik	70.66115814	18.63529336	6.799345375	12.75190808	4.054913501	35.57873745	16.46049548	9.154901375	17.57382026
1700026F02Rik	0	0	0	0	0	0	0	0	0
1700026L06Rik	0	0	4.291390114	50.58953696	33.27023291	5.283631212	9.234667775	18.48989917	4.436669377
1700027A15Rik	0	0	0	0	8.944040979	0	0	0	0
1700027F09Rik	0	0	1.879584051	16.11468279	11.20924196	2.314175289	22.24578422	107.3035712	36.92108217
1700027H10Rik	0	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	4.451481377	0	0
1700027J07Rik	0	0	0	0	3.240105411	1.672319124	5.84571894	8.77834128	0
1700028B04Rik	0	0	0	0	0	0	0	0	0
1700028D13Rik	0	0	0	0	21.73741605	0	0	0	9.420902379
1700028E10Rik	38.77551081	10.15976635	34.18009114	5.141127454	15.73495589	10.33619984	29.67901453	27.77431595	13.63892406
1700028I16Rik	0	0	0	0	0	0	0	0	0
1700028J19Rik	59.38500515	0	4.851765402	46.79638718	8.680316097	4.480180973	14.35574618	23.51737597	12.54003855
1700028K03Rik	16.78393908	29.63118539	42.94508141	69.62590574	50.56546915	122.6964234	100.1149227	87.77222308	79.69038647
1700028M03Rik	0	0	0	0	3.669350145	0	0	6.627522619	3.18056106
1700028P14Rik	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0
1700029B22Rik	0	2.058705292	0	2.213745878	0	0	0	0	0
1700029F12Rik	0	0	0	35.88327622	0	0	0	0	0
1700029H14Rik	283.9325887	48.36800861	372.0731664	156.0317741	154.360078	258.9276127	295.89847	121.9762028	117.0732363
1700029I15Rik	25.57692348	165.5674141	181.9478671	415.4179285	561.4105722	331.1559409	434.0928103	570.9137342	625.661797
1700029J03Rik	0	0	0	0	0	0	3.926782051	0	0
1700029J07Rik	5.339416142	7.331695709	8.9328261	28.71971706	6.267357182	7.763466883	15.83037757	7.35800139	5.432491153
1700029M20Rik	0	0	0	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	0	0	13.7089869	0	0
1700029P11Rik	0	0	0	0	0	0	0	12.11593979	0
1700030A11Rik	0	0	0	0	5.801540094	0	0	0	0
1700030C10Rik	9.257540749	10.82014423	6.6810273	25.06001425	14.94132136	8.225792444	29.65244323	7.196474677	12.95100849
1700030F04Rik	31.81818232	0	24.11083656	0	0	0	0	0	0
1700030F18Rik	0	0	0	0	0	0	0	0	0
1700030J22Rik	0	17.38708623	17.44577913	27.52540777	19.07419847	8.353152408	13.03530393	6.263912324	4.008085024
1700030K09Rik	16.4400497	39.02124469	28.4748852	26.70177043	13.44370066	29.21562871	31.27592107	57.50952878	17.78598051
1700030L20Rik	0	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0	0
1700030N03Rik	0	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	7.792832713	17.34601887	0	0	0	0
1700031A10Rik	0	0	0	0	7.853304274	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0
1700031P21Rik	0	0	0	0	0	11.66222547	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0
1700034F02Rik	1612.121237	1217.505833	610.8078595	233.7849814	832.6089056	859.4706772	610.2576288	704.9274059	270.636832
1700034G24Rik	0	0	0	0	0	0	0	0	0
1700034H15Rik	0	0	1.320276371	10.61197302	5.117910656	1.625546329	3.551388169	1.066602677	2.729945119
1700034I23Rik	68.62686675	107.0834022	77.36031312	18.42365227	19.7722424	6.803379294	11.23026176	33.0669572	14.59938561
1700034J05Rik	38570.00061	69832.65599	41753.08011	73034.42819	48083.1643	41952.91243	24269.47647	49626.88937	35724.06182
1700034K08Rik	0	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0	0
1700034P13Rik	0	0	1.92739141	0	0	0	0	0	1.992640664
1700036G14Rik	0	0	0	0	0	0	0	0	0
1700037C18Rik	14.5487696	28.77683405	9.187173821	32.35055622	39.13527502	19.39097471	19.7699337	26.86049732	46.13408166
1700037H04Rik	317.2280469	290.2210433	156.6219071	116.8736523	213.1002447	162.8388743	178.5040445	141.2126939	185.9128922
1700039E15Rik	0	0	0	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0	0	0	0
1700040L02Rik	0	5.795305286	26.74839403	1.246349659	18.03257373	14.31872594	3.753914828	6.263490682	16.83282396
1700041C23Rik	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0
1700042B14Rik	0	0	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0	0
1700042O10Rik	1.237209322	0	0	0	0	0	0	0	0
1700044C05Rik	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	7.805974084	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0
1700047A11Rik	42.90322648	131.9198428	71.98806915	209.0490221	174.4953543	94.35116607	109.9372304	150.0813187	132.0445833
1700047E10Rik	0	0	0	0	0	0	0	0	0
1700047G03Rik	0	0	3.428003293	0	2.044352224	31.65461199	0	16.616146	0
1700047I17Rik2	0	0	0	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0	0	0	0
1700047M11Rik	0	2.091716602	4.197555053	6.747729784	2.503288437	18.08834971	0	2.260700135	4.339657656
1700048M11Rik	13.76811616	0	17.88523457	41.52950601	74.6632986	14.68039977	41.6946206	51.37359148	58.55393156
1700048O20Rik	23.75000037	27.95294004	14.02364984	9.184409984	5.575506065	35.49153466	36.04543686	31.05037383	3.221867047
1700049E15Rik	0	0	0	0	3.729111548	1.924710393	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0
1700049G17Rik	21.14385454	18.63890625	29.30883002	20.04259767	10.65377816	14.43420849	24.3269401	6.614673603	10.67750975
1700049L16Rik	0	0	0	3.828736668	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	27.33033211	0	0	0	0
1700052K11Rik	39.13385888	38.65298105	74.58357766	71.61784428	58.35680943	72.72820924	62.2727747	76.48155609	53.05065128
1700052N19Rik	191.0786056	232.4691814	272.8630744	76.81214847	75.7392326	83.60135081	60.88226931	69.0767292	108.5501879
1700054A03Rik	0	0	0	0	0	0	0	0	0
