Regulator	Target	Weight
Gabpa	3110082i17rik	-0.25
Elk1	Adamts2	-0.25
Gabpa	Adcy4	-0.25
Elk1	Apom	-0.25
Elk3	Apom	-0.25
Erf	Apom	-0.25
Etv3	Apom	-0.25
Etv5	Apom	-0.25
Gabpa	Apom	-0.25
Foxj3	Bc039771	0.25
Elk1	Bivm	-0.25
Elk3	Bivm	-0.25
Gabpa	Bivm	-0.25
Elk1	C1qtnf3	-0.25
Elk3	C1qtnf3	-0.25
Etv5	C1qtnf3	-0.25
Gabpa	C1qtnf3	-0.25
Gabpa	Cd248	-0.25
Gabpa	Ctnnal1	-0.25
Gabpa	Dcakd	-0.25
Elk1	Dgka	-0.25
Elk3	Dgka	-0.25
Erf	Dgka	-0.25
Etv3	Dgka	-0.25
Etv5	Dgka	-0.25
Gabpa	Dgka	-0.25
Elk3	Dpep1	-0.25
Elk1	Elp2	-0.25
Gabpa	Elp2	-0.25
Etv3	Fbn1	-0.25
Gabpa	Fbn1	-0.25
Foxj3	Ffar2	0.25
Foxj3	Gm12216	0.25
Elk1	Gng7	-0.25
Elk3	Gng7	-0.25
Erf	Gng7	-0.25
Etv3	Gng7	-0.25
Etv5	Gng7	-0.25
Gabpa	Gng7	-0.25
Erf	Hinfp	-0.25
Etv3	Hinfp	-0.25
Etv5	Hinfp	-0.25
Gabpa	Hinfp	-0.25
Elk1	Kcnj10	-0.25
Elk3	Kcnj10	-0.25
Erf	Kcnj10	-0.25
Etv3	Kcnj10	-0.25
Etv5	Kcnj10	-0.25
Gabpa	Kcnj10	-0.25
Foxj3	Kif3c	0.25
Foxj3	Mat2b	0.25
Elk3	Micalcl	-0.25
Gabpa	Micalcl	-0.25
Elk1	Mpzl2	-0.25
Elk3	Mpzl2	-0.25
Erf	Mpzl2	-0.25
Etv3	Mpzl2	-0.25
Etv5	Mpzl2	-0.25
Gabpa	Mpzl2	-0.25
Elk1	Nudt1	-0.25
Elk3	Nudt1	-0.25
Gabpa	Nudt1	-0.25
Elk1	Pdgfra	-0.25
Foxj3	Plac8	0.25
Elk1	Prmt7	-0.25
Gabpa	Prmt7	-0.25
Foxj3	Ptpn3	0.25
Foxj3	Rab4b	0.25
Foxj3	Rgs16	0.25
Elk1	Rnf144b	-0.25
Foxj3	Satb1	0.25
Foxj3	Snx29	0.25
Elk1	Ttll4	-0.25
Elk3	Ttll4	-0.25
Erf	Ttll4	-0.25
Etv3	Ttll4	-0.25
Etv5	Ttll4	-0.25
Gabpa	Ttll4	-0.25
Egr1	Vegfb	0.33
Irf1	Vegfb	0.33
Klf4	Vegfb	0.33
Klf5	Vegfb	0.33
Klf7	Vegfb	0.33
Klf8	Vegfb	0.33
Sp1	Vegfb	0.33
Sp2	Vegfb	0.33
Sp3	Vegfb	0.33
Sp4	Vegfb	0.33
Tbp	Vegfb	0.33
Elk1	Zfp59	-0.25
Elk3	Zfp59	-0.25
Erf	Zfp59	-0.25
Etv3	Zfp59	-0.25
Etv5	Zfp59	-0.25
Gabpa	Zfp59	-0.25
Elk1	Zfp940	-0.25
